YEAR,age,gender,marital_status,race,birth_place,education,occupation,industry,hours_per_week,income
1990,48,2,2,0,0,0,313,6,8,1
1990,69,1,0,0,0,1,268,3,0,0
1990,60,2,0,0,0,1,0,0,0,0
1990,31,1,0,0,0,0,647,1,40,0
1990,32,2,0,0,0,0,523,2,60,0
1990,18,1,1,2,0,0,804,3,25,0
1990,66,1,0,0,0,1,0,0,0,1
1990,56,2,0,0,0,1,25,4,0,1
1990,69,1,1,0,0,0,436,3,30,0
1990,31,1,2,0,3,1,269,3,40,0
1990,68,2,0,0,0,1,0,0,0,0
1990,65,1,0,0,0,1,0,0,0,0
1990,70,1,0,0,0,1,0,0,0,1
1990,65,2,0,0,0,1,0,0,0,0
1990,41,1,0,0,0,1,804,3,70,0
1990,40,2,0,0,0,1,327,2,0,0
1990,20,2,1,0,0,1,276,3,32,0
1990,19,2,1,0,0,0,343,3,20,0
1990,48,1,0,0,1,0,243,3,48,0
1990,47,2,0,0,1,0,264,3,30,0
1990,39,1,0,2,1,0,243,3,40,0
1990,42,2,0,2,1,0,313,3,40,0
1990,45,1,3,2,0,0,453,6,40,0
1990,37,1,0,2,1,0,479,0,40,0
1990,29,1,0,2,1,0,479,0,40,0
1990,34,1,3,2,1,0,479,0,40,0
1990,74,1,0,2,0,0,0,0,0,0
1990,62,2,0,2,1,0,0,0,0,0
1990,35,1,2,2,1,0,376,4,40,0
1990,36,2,0,2,1,0,443,3,40,0
1990,34,1,0,2,1,0,479,0,40,0
1990,72,2,3,0,1,0,0,0,0,0
1990,48,1,0,0,0,1,22,1,70,0
1990,50,2,0,0,0,1,257,1,80,0
1990,25,1,0,2,0,0,779,1,15,0
1990,25,2,0,2,0,1,359,6,40,0
1990,48,2,2,0,0,1,178,5,60,1
1990,18,1,1,0,0,1,465,6,40,0
1990,78,1,0,0,0,1,0,0,0,0
1990,75,2,0,0,0,1,0,0,0,0
1990,54,2,1,0,0,1,318,2,40,0
1990,35,1,0,2,1,0,888,1,0,0
1990,37,2,3,2,1,0,379,6,40,0
1990,44,1,0,2,1,0,488,3,40,0
1990,48,1,3,2,4,0,813,4,40,0
1990,18,1,1,2,4,0,365,3,25,0
1990,41,2,3,2,0,0,423,6,40,0
1990,18,1,1,2,0,0,17,3,35,0
1990,72,2,3,2,0,0,0,0,0,0
1990,39,1,0,0,1,0,628,1,40,0
1990,40,2,0,0,0,0,888,1,40,0
1990,66,1,0,0,1,0,777,3,0,0
1990,62,2,0,0,0,0,0,0,0,0
1990,22,1,1,0,1,0,785,1,40,0
1990,44,1,0,0,1,0,888,1,40,0
1990,46,1,0,0,1,0,869,0,40,0
1990,62,1,0,2,0,0,453,5,40,0
1990,63,2,0,2,0,0,0,0,0,0
1990,29,2,1,2,0,0,447,5,40,0
1990,29,1,1,2,0,0,0,0,0,0
1990,35,2,3,0,0,0,683,1,0,0
1990,35,2,0,0,0,1,104,5,35,0
1990,36,1,0,0,0,1,869,0,40,0
1990,31,1,2,0,0,0,628,1,55,1
1990,70,1,0,0,0,1,25,4,30,0
1990,67,2,0,0,0,0,0,0,0,0
1990,59,1,2,0,0,1,174,5,40,0
1990,27,2,1,0,0,0,337,0,40,0
1990,34,1,0,0,0,1,558,0,40,0
1990,30,2,0,0,0,1,313,4,40,0
1990,40,2,2,0,0,1,418,6,40,0
1990,36,1,1,0,0,1,22,2,40,0
1990,35,2,2,0,0,1,263,3,50,0
1990,35,1,0,0,1,1,84,5,40,0
1990,41,2,0,0,1,1,155,5,20,0
1990,70,2,2,0,0,0,274,3,30,0
1990,69,1,0,0,0,1,0,0,0,0
1990,69,2,0,0,0,1,0,0,0,0
1990,52,1,0,0,0,1,56,1,40,0
1990,47,2,0,0,0,0,313,5,40,0
1990,20,1,1,0,0,0,22,3,40,0
1990,18,2,1,0,0,0,315,0,22,0
1990,43,2,0,0,0,1,155,5,40,0
1990,47,1,0,2,0,1,796,3,40,0
1990,23,1,1,0,0,1,426,3,40,0
1990,60,1,0,0,0,1,14,5,40,1
1990,51,2,0,0,0,1,14,5,40,1
1990,38,2,0,0,0,0,0,0,0,0
1990,37,1,0,2,1,1,518,1,40,0
1990,71,2,3,0,0,0,0,0,0,0
1990,43,2,3,0,0,0,804,3,40,0
1990,25,1,1,0,0,1,53,6,48,0
1990,31,1,0,0,0,1,856,1,45,0
1990,31,2,0,0,0,1,466,5,70,0
1990,25,1,1,0,0,1,276,3,32,0
1990,18,1,1,0,0,0,869,0,40,0
1990,20,1,1,0,0,0,869,0,40,0
1990,19,1,1,0,0,0,869,0,45,0
1990,47,1,0,0,0,0,22,3,50,0
1990,46,2,0,0,0,1,254,4,40,0
1990,66,1,2,0,0,1,156,5,40,1
1990,55,1,0,0,3,1,194,5,60,0
1990,59,2,0,0,0,1,313,5,38,0
1990,24,2,1,0,0,1,27,6,40,0
1990,22,1,1,0,0,1,376,4,20,0
1990,30,1,0,0,0,0,628,1,50,1
1990,29,2,0,0,0,1,0,0,0,0
1990,59,1,0,0,0,0,804,2,70,0
1990,57,2,0,0,0,1,14,5,40,0
1990,30,1,0,2,1,1,869,0,99,0
1990,29,2,0,2,1,0,754,1,40,0
1990,28,1,1,2,1,0,869,0,99,0
1990,29,1,0,2,1,1,558,0,58,0
1990,28,2,0,2,1,0,748,4,40,0
1990,27,1,1,2,1,1,579,0,40,0
1990,56,1,2,0,0,1,243,3,40,0
1990,25,1,0,2,0,0,599,0,40,0
1990,30,2,0,2,0,0,443,5,0,0
1990,75,1,3,2,0,0,0,0,0,0
1990,80,2,3,0,0,1,466,5,18,0
1990,50,1,0,0,0,0,496,0,20,0
1990,45,2,0,0,0,0,0,0,0,0
1990,24,1,1,0,0,0,573,0,48,0
1990,22,1,1,0,0,0,496,0,20,0
1990,33,1,0,0,0,0,804,2,40,0
1990,31,2,0,0,0,0,495,0,40,1
1990,32,2,3,0,0,0,0,0,0,0
1990,65,1,0,2,1,1,453,3,40,0
1990,55,2,0,2,1,0,0,0,0,0
1990,47,2,2,0,0,1,375,4,40,0
1990,24,1,1,0,0,0,869,4,24,0
1990,23,1,1,0,0,0,567,1,40,0
1990,47,1,0,0,0,1,154,5,60,0
1990,38,2,0,0,0,1,0,0,0,0
1990,69,2,2,0,0,0,0,0,0,0
1990,35,1,1,0,0,1,213,1,50,0
1990,30,1,1,0,0,0,486,0,15,0
1990,26,1,1,0,0,1,435,3,35,0
1990,46,1,0,2,0,1,176,5,60,0
1990,38,2,0,0,0,1,447,5,0,0
1990,40,2,0,0,3,1,436,3,40,0
1990,46,1,0,0,3,0,435,3,50,0
1990,20,1,1,0,3,1,435,3,40,0
1990,57,1,0,0,0,1,84,5,50,1
1990,32,2,0,2,1,1,0,0,0,0
1990,37,2,1,0,0,1,216,5,40,0
1990,26,2,1,1,0,1,418,6,40,0
1990,20,2,1,2,1,1,323,5,0,0
1990,51,2,2,0,0,0,363,1,40,0
1990,19,1,1,0,0,1,486,0,25,0
1990,20,1,1,0,0,1,14,5,30,0
1990,70,1,2,0,0,0,809,5,40,0
1990,43,2,2,0,0,0,0,0,0,0
1990,58,1,0,0,0,1,253,4,20,0
1990,62,2,0,0,0,0,348,5,40,0
1990,41,1,1,0,0,0,887,4,32,0
1990,53,1,0,0,0,0,22,1,40,1
1990,40,2,0,0,0,0,365,1,40,0
1990,40,1,0,0,0,1,243,3,40,0
1990,31,2,0,0,0,1,337,3,40,0
1990,29,1,0,0,0,1,274,3,43,1
1990,28,2,0,0,0,1,95,1,30,0
1990,53,1,0,0,0,1,5,6,40,0
1990,47,2,0,0,0,1,313,3,37,0
1990,47,1,0,0,0,1,243,4,40,1
1990,46,2,0,0,0,1,364,1,0,0
1990,22,2,1,0,0,1,318,2,40,0
1990,18,1,1,0,0,1,677,1,40,0
1990,37,1,0,0,3,1,759,4,40,1
1990,39,2,0,2,0,0,785,1,0,0
1990,39,1,0,3,3,0,637,1,40,0
1990,40,2,0,3,3,0,748,4,0,0
1990,78,2,3,3,3,0,0,0,0,0
1990,34,1,2,0,0,0,376,0,45,0
1990,33,2,2,0,0,1,744,1,35,0
1990,69,2,3,0,0,1,313,4,20,0
1990,34,2,2,0,0,1,365,3,15,0
1990,34,1,0,0,0,1,254,4,60,0
1990,35,2,0,3,3,1,313,1,45,0
1990,56,1,0,0,0,0,549,1,40,0
1990,64,2,0,0,0,0,449,4,0,0
1990,45,1,2,0,0,1,376,5,20,0
1990,44,2,2,0,0,1,7,1,50,0
1990,35,1,0,0,0,0,628,1,52,1
1990,35,2,0,0,0,0,889,1,40,0
1990,45,1,0,0,0,1,29,3,48,0
1990,41,2,0,0,0,0,313,1,40,0
1990,63,2,2,0,0,0,379,4,0,0
1990,73,2,3,0,0,0,379,4,0,0
1990,63,1,0,0,0,0,804,0,0,0
1990,57,2,0,0,0,0,379,1,24,0
1990,58,1,0,0,0,1,22,1,40,0
1990,56,2,0,0,0,1,156,5,40,0
1990,21,1,1,0,0,1,717,1,40,0
1990,20,2,1,0,0,0,274,3,40,0
1990,22,1,1,1,0,0,268,3,7,0
1990,39,1,0,0,0,0,869,0,40,0
1990,39,2,0,0,0,0,0,0,0,0
1990,70,2,3,0,0,0,0,0,0,0
1990,32,1,1,0,0,0,486,6,40,0
1990,42,2,1,0,0,0,0,0,0,0
1990,24,2,1,2,0,0,796,1,42,0
1990,25,2,3,2,0,0,796,1,40,0
1990,21,1,1,2,1,0,734,1,40,0
1990,20,1,1,2,1,0,486,0,49,0
1990,34,1,1,2,1,0,489,0,49,0
1990,32,1,0,0,0,1,579,0,48,0
1990,32,2,0,0,0,1,313,5,35,0
1990,29,1,0,3,3,0,869,0,40,0
1990,25,2,0,3,0,0,383,4,40,0
1990,54,1,0,0,0,1,259,1,50,0
1990,51,2,0,0,0,0,243,3,24,0
1990,58,2,0,0,0,0,0,0,0,0
1990,58,1,0,0,0,0,22,0,40,1
1990,22,1,1,0,0,0,579,0,40,0
1990,24,2,1,0,0,0,275,5,52,0
1990,38,1,0,3,4,1,77,0,60,1
1990,37,2,0,3,0,0,473,0,70,0
1990,25,1,0,0,0,1,373,3,40,0
1990,20,2,0,0,0,0,365,1,40,0
1990,22,1,3,0,0,0,308,6,50,0
1990,22,1,0,0,0,0,308,6,40,0
1990,21,2,0,0,0,0,308,6,40,0
1990,72,1,0,0,0,1,0,0,0,0
1990,69,2,0,0,0,1,0,0,0,0
1990,29,1,0,0,0,0,573,0,50,0
1990,22,2,0,0,0,0,315,4,40,0
1990,66,1,0,0,0,0,313,2,15,0
1990,65,2,0,0,0,0,0,0,0,0
1990,25,1,0,3,0,1,213,1,40,0
1990,24,2,0,0,0,1,314,4,40,0
1990,36,1,0,0,0,0,21,5,50,0
1990,32,2,0,0,0,0,389,3,40,0
1990,67,1,0,0,0,0,473,0,40,0
1990,64,2,0,0,0,0,0,0,0,0
1990,27,1,2,0,0,1,22,0,40,0
1990,26,2,1,0,0,1,156,5,15,0
1990,52,1,0,0,1,0,217,0,40,1
1990,49,2,0,0,1,0,0,0,0,0
1990,21,1,1,0,0,1,267,3,20,0
1990,26,2,0,0,0,0,0,0,0,0
1990,26,1,0,0,0,1,628,1,45,0
1990,33,1,0,0,0,0,213,1,40,0
1990,30,2,0,0,0,0,0,0,0,0
1990,45,1,0,3,0,1,426,4,60,1
1990,44,2,0,0,0,1,466,5,40,0
1990,39,1,0,2,0,0,694,2,40,0
1990,36,2,0,2,0,0,0,0,0,0
1990,19,2,1,2,0,0,0,0,0,0
1990,74,1,0,0,0,0,536,6,40,0
1990,71,2,0,0,0,0,0,0,0,0
1990,42,2,0,2,0,0,276,3,17,0
1990,49,1,0,2,0,0,453,5,40,0
1990,24,1,1,2,0,0,453,5,40,0
1990,32,1,0,2,1,0,8,3,55,0
1990,34,2,0,2,1,0,0,0,0,0
1990,65,2,3,2,1,0,0,0,0,0
1990,22,1,3,2,1,0,479,0,46,0
1990,79,1,0,0,0,1,0,0,0,0
1990,78,2,0,0,0,1,0,0,0,0
1990,76,1,0,0,0,0,0,0,0,0
1990,78,2,0,0,2,1,207,5,0,0
1990,72,1,0,0,0,0,0,0,0,0
1990,61,2,0,0,0,0,467,5,8,0
1990,35,1,0,0,0,1,486,2,40,0
1990,34,2,0,0,0,1,0,0,0,0
1990,73,2,3,0,1,0,0,0,0,0
1990,33,1,1,0,0,0,276,5,30,0
1990,57,1,2,0,0,0,274,3,48,0
1990,45,2,3,0,0,1,436,5,30,0
1990,36,1,0,0,0,1,447,5,50,0
1990,29,2,0,0,0,1,447,5,0,0
1990,74,2,3,0,0,0,0,0,0,0
1990,73,1,0,0,0,1,0,0,0,0
1990,72,2,0,0,0,0,0,0,0,0
1990,76,1,0,0,0,1,274,3,40,0
1990,75,1,3,0,0,0,0,0,0,0
1990,74,1,0,0,0,1,0,0,0,0
1990,73,2,0,0,0,1,0,0,0,0
1990,31,2,0,0,0,1,579,0,40,0
1990,29,1,0,0,0,0,579,0,40,0
1990,20,2,1,0,1,0,406,4,40,0
1990,71,1,0,0,0,0,0,0,0,0
1990,69,2,0,0,0,0,0,0,0,0
1990,65,1,0,0,0,1,159,3,35,0
1990,50,2,0,0,0,1,677,5,35,0
1990,19,1,1,0,0,0,869,0,35,0
1990,70,2,0,0,0,0,0,0,0,0
1990,71,2,2,0,0,0,0,0,0,0
1990,24,2,3,2,0,0,435,5,99,0
1990,35,1,2,0,0,0,595,0,43,0
1990,65,1,0,0,0,1,0,0,0,0
1990,65,2,0,0,0,0,313,5,0,0
1990,65,1,0,0,0,1,0,0,0,0
1990,69,2,0,0,0,0,0,0,0,0
1990,61,1,0,0,0,0,804,0,40,0
1990,61,2,0,0,0,0,444,5,0,0
1990,27,1,0,0,0,1,417,6,56,0
1990,27,2,0,0,0,0,274,3,0,0
1990,63,1,0,0,0,0,473,0,70,1
1990,60,2,0,0,0,0,379,0,15,0
1990,28,1,0,0,0,1,22,4,50,0
1990,29,2,0,0,0,1,156,5,35,0
1990,51,1,0,0,0,0,235,2,40,0
1990,50,2,0,0,0,0,689,2,40,0
1990,30,1,2,0,0,0,348,2,40,0
1990,69,1,0,0,0,0,473,0,0,0
1990,64,2,0,0,0,0,313,5,0,0
1990,34,1,1,2,0,1,35,5,45,0
1990,36,2,3,0,0,1,426,3,40,0
1990,70,1,0,0,2,0,0,0,0,0
1990,69,2,0,0,0,0,0,0,0,0
1990,37,1,0,2,1,0,779,1,12,0
1990,35,2,0,2,0,0,575,1,40,0
1990,32,1,1,1,0,1,386,6,40,0
1990,76,1,0,0,0,1,0,0,0,0
1990,75,2,0,0,0,1,0,0,0,0
1990,63,1,0,0,0,1,0,0,0,0
1990,61,2,0,0,0,0,0,0,0,0
1990,76,1,0,0,0,1,453,4,40,0
1990,71,2,0,0,0,0,0,0,0,0
1990,77,2,3,0,0,0,264,3,12,0
1990,79,2,0,0,0,1,337,5,0,0
1990,61,1,0,0,0,1,518,1,15,0
1990,58,2,0,0,0,0,22,1,40,0
1990,47,1,0,2,0,0,756,1,40,0
1990,41,2,0,2,0,0,449,5,40,0
1990,18,2,1,2,0,0,0,0,0,0
1990,67,1,0,0,0,1,7,2,0,0
1990,63,2,0,0,0,1,386,5,0,0
1990,25,1,1,2,0,0,869,0,30,0
1990,40,2,0,0,0,1,447,5,30,0
1990,39,1,0,0,0,1,503,6,40,0
1990,68,1,2,0,0,0,0,0,0,0
1990,33,1,0,0,0,0,804,3,55,0
1990,32,2,0,0,0,0,385,5,40,0
1990,33,1,0,0,0,1,55,2,40,0
1990,34,2,0,0,3,0,0,0,0,0
1990,74,1,3,0,0,1,0,0,0,0
1990,73,2,2,0,0,0,0,0,0,0
1990,45,1,0,1,1,0,657,1,23,0
1990,51,2,0,1,0,1,156,5,27,0
1990,19,2,1,1,0,0,276,3,40,0
1990,21,2,1,0,0,0,257,2,40,0
1990,37,2,3,3,0,0,22,4,99,0
1990,49,1,0,0,0,1,558,0,65,0
1990,51,2,0,0,0,1,313,2,40,0
1990,35,2,0,0,0,0,95,5,15,0
1990,37,1,0,0,0,1,22,5,45,1
1990,47,1,1,0,0,1,733,6,40,0
1990,59,1,0,0,0,1,253,4,25,0
1990,39,2,0,0,1,1,243,3,40,0
1990,39,1,0,2,0,1,866,0,35,0
1990,30,2,0,0,0,1,0,0,0,0
1990,33,1,0,0,0,0,554,0,40,0
1990,28,2,0,0,0,0,456,5,32,0
1990,42,1,0,0,0,1,555,0,48,0
1990,37,2,0,0,0,1,0,0,0,0
1990,18,2,1,0,0,1,276,3,40,0
1990,34,1,0,0,0,1,575,4,50,0
1990,31,2,0,0,0,1,313,1,40,0
1990,31,1,0,0,0,1,22,2,60,1
1990,30,2,0,0,0,1,0,0,0,0
1990,64,1,0,0,0,1,459,5,0,0
1990,61,2,0,0,0,1,0,0,0,0
1990,32,1,0,0,0,0,804,0,40,0
1990,31,2,0,0,0,0,316,4,30,0
1990,55,1,0,0,0,0,215,1,48,0
1990,56,2,0,0,0,0,0,0,0,0
1990,62,1,0,0,0,0,453,5,40,0
1990,60,2,0,2,0,0,339,5,40,0
1990,39,1,0,3,0,1,809,4,55,0
1990,39,2,0,0,0,1,376,2,40,0
1990,50,1,2,0,0,1,254,4,48,0
1990,35,2,1,3,0,0,0,0,0,0
1990,71,2,2,0,0,0,0,0,0,0
1990,32,1,1,0,0,0,0,0,0,0
1990,33,1,0,0,0,1,485,0,40,0
1990,31,2,0,0,0,1,95,5,40,0
1990,40,1,0,2,1,0,439,3,40,0
1990,44,2,0,2,1,0,889,1,25,0
1990,27,1,1,2,0,0,565,0,40,0
1990,21,1,1,2,1,0,555,0,40,0
1990,52,1,0,1,0,0,796,3,40,0
1990,47,2,0,1,0,0,0,0,0,0
1990,25,2,1,1,0,0,383,4,16,0
1990,65,2,3,0,1,0,0,0,0,0
1990,50,1,0,0,0,0,734,1,0,0
1990,46,2,0,0,0,0,447,5,0,0
1990,21,2,1,0,0,0,17,3,0,0
1990,19,1,1,0,0,0,0,0,0,0
1990,29,1,0,0,0,0,598,0,50,0
1990,27,2,0,0,0,0,383,4,0,0
1990,30,1,1,0,0,0,426,4,63,0
1990,56,2,0,0,0,0,0,0,0,0
1990,57,1,0,0,0,0,547,1,45,0
1990,45,1,0,0,0,1,889,2,45,0
1990,40,2,0,0,0,1,85,5,52,0
1990,27,1,1,0,0,1,22,2,32,0
1990,41,1,2,2,4,1,529,3,50,0
1990,69,1,1,1,0,1,0,0,0,0
1990,52,1,0,0,0,1,184,1,40,0
1990,46,2,0,0,0,1,264,4,25,0
1990,49,1,2,0,0,1,487,4,60,1
1990,25,1,3,0,0,1,487,4,60,1
1990,27,2,2,0,0,1,337,3,32,0
1990,34,1,0,0,0,0,27,1,40,1
1990,46,2,0,0,2,0,439,3,20,0
1990,46,1,0,0,0,1,637,1,40,0
1990,43,2,0,0,0,0,0,0,0,0
1990,23,1,1,0,0,1,17,3,40,0
1990,80,2,0,0,2,0,0,0,0,0
1990,25,2,1,2,0,0,0,0,0,0
1990,56,1,0,0,2,1,55,1,46,1
1990,54,2,0,0,2,0,0,0,0,0
1990,27,2,1,0,0,0,379,1,40,0
1990,53,2,2,0,0,0,243,3,40,0
1990,28,2,3,0,0,0,185,3,40,0
1990,40,1,0,0,0,1,628,1,45,0
1990,39,2,0,0,0,1,337,5,40,0
1990,27,1,3,0,1,0,0,0,0,0
1990,26,2,0,2,0,1,276,3,8,0
1990,26,1,0,2,0,0,869,0,30,0
1990,68,2,3,1,0,0,0,0,0,0
1990,29,1,1,1,0,0,436,3,0,0
1990,50,1,0,0,0,1,355,2,40,0
1990,46,2,0,0,0,0,337,5,40,0
1990,26,2,1,0,0,1,29,3,32,0
1990,38,2,2,0,0,1,156,5,55,0
1990,23,1,0,2,0,0,6,6,40,0
1990,21,2,0,2,1,0,364,1,40,0
1990,65,1,0,0,0,1,473,0,30,1
1990,64,2,0,0,0,0,473,0,30,0
1990,41,1,0,0,0,1,534,5,40,0
1990,34,2,0,0,0,0,355,2,40,0
1990,72,1,0,0,0,0,0,0,0,0
1990,68,2,0,0,0,0,274,3,0,0
1990,43,2,2,0,0,1,316,1,40,0
1990,69,2,3,0,0,0,0,0,0,0
1990,28,1,0,0,0,0,637,1,40,0
1990,29,2,0,0,0,0,0,0,0,0
1990,79,2,3,0,0,0,0,0,0,0
1990,70,2,2,0,0,0,0,0,0,0
1990,79,1,0,0,0,1,0,0,0,0
1990,40,2,2,0,0,1,445,5,0,0
1990,41,1,0,0,0,1,22,0,75,1
1990,35,2,0,2,0,1,339,5,20,0
1990,32,1,1,3,0,1,178,5,40,0
1990,66,1,0,0,0,0,0,0,0,0
1990,68,2,0,0,0,0,436,4,35,0
1990,63,2,1,0,0,1,0,0,0,1
1990,70,2,3,0,0,1,0,0,0,0
1990,64,1,0,0,0,0,22,1,0,0
1990,59,2,0,0,0,0,305,4,24,0
1990,26,1,0,0,0,1,303,6,40,0
1990,25,2,0,0,0,0,323,4,0,0
1990,70,2,3,0,0,0,188,3,0,0
1990,66,2,3,0,0,1,0,0,0,0
1990,42,2,2,0,0,0,426,6,40,0
1990,18,1,1,0,0,0,579,0,30,0
1990,47,1,0,0,0,0,254,4,40,0
1990,40,2,0,0,0,0,458,4,50,1
1990,70,1,3,0,4,1,0,0,0,0
1990,44,2,0,0,0,0,316,6,18,0
1990,38,1,0,0,0,1,567,0,40,0
1990,42,1,2,0,0,1,17,3,40,0
1990,49,2,2,0,0,0,17,5,0,0
1990,44,1,3,0,1,0,479,0,35,0
1990,38,1,1,0,1,0,479,0,40,0
1990,25,1,0,0,1,0,479,0,37,0
1990,39,1,0,0,1,0,479,0,40,0
1990,36,2,0,0,1,0,479,0,0,0
1990,26,1,0,2,1,0,479,0,40,0
1990,26,2,0,2,1,0,479,0,40,0
1990,67,1,0,0,0,0,0,0,0,0
1990,76,1,0,2,1,0,0,0,0,0
1990,71,2,0,2,1,0,0,0,0,0
1990,44,2,3,2,0,0,447,4,0,0
1990,45,1,0,0,0,1,585,2,40,0
1990,44,2,0,0,0,1,348,2,40,0
1990,41,1,0,1,0,1,424,6,40,0
1990,39,2,0,1,0,0,337,5,40,0
1990,19,1,1,1,0,1,436,3,12,0
1990,35,2,0,0,0,1,7,4,47,0
1990,37,1,0,0,0,1,364,2,42,0
1990,43,1,0,0,0,0,505,4,60,0
1990,42,2,0,0,0,0,383,4,0,0
1990,22,2,1,0,0,0,159,0,60,0
1990,19,1,1,0,0,0,505,4,40,0
1990,29,1,0,0,0,1,185,1,55,0
1990,26,2,0,0,0,1,466,5,50,0
1990,37,1,0,0,0,1,276,3,64,0
1990,34,2,0,0,0,1,735,3,34,0
1990,60,2,2,0,0,1,785,1,50,0
1990,42,1,2,2,0,0,779,1,50,0
1990,21,2,1,2,0,0,313,0,40,0
1990,42,2,2,0,0,0,313,2,40,0
1990,20,1,0,0,0,0,804,1,40,0
1990,18,2,0,0,0,0,276,3,20,0
1990,47,1,2,0,0,1,0,0,0,0
1990,43,1,0,1,0,0,7,4,40,0
1990,40,2,0,1,0,0,243,3,40,0
1990,22,2,1,1,0,0,319,3,40,0
1990,35,1,0,0,3,1,53,6,40,0
1990,38,2,0,0,0,1,156,5,40,0
1990,45,1,0,0,0,1,84,3,55,0
1990,33,2,0,0,0,1,26,5,30,0
1990,59,1,2,0,0,1,599,3,30,0
1990,70,1,0,0,0,1,0,0,0,1
1990,70,2,0,0,0,1,0,0,0,0
1990,39,2,1,0,0,1,23,4,40,0
1990,42,2,2,0,0,0,266,3,40,0
1990,54,1,2,0,0,1,22,4,40,0
1990,41,2,2,0,0,0,327,2,40,0
1990,53,1,2,0,0,0,17,4,60,0
1990,23,2,1,1,0,1,27,2,40,0
1990,41,1,0,0,0,1,258,1,40,0
1990,42,2,0,0,0,0,319,5,40,0
1990,18,1,1,0,0,0,274,3,25,0
1990,43,1,0,1,0,0,364,2,40,0
1990,39,2,0,1,0,0,327,2,40,0
1990,19,1,1,1,0,0,877,3,30,0
1990,52,1,0,1,0,1,22,2,40,1
1990,56,2,0,1,0,1,379,2,40,0
1990,45,2,0,0,0,1,435,5,8,0
1990,42,1,0,0,0,1,17,3,40,1
1990,35,1,0,0,1,0,869,0,40,0
1990,27,2,0,0,1,0,784,1,0,0
1990,32,1,0,0,0,1,257,4,50,1
1990,32,2,0,0,0,1,0,0,0,0
1990,55,1,0,3,3,1,534,0,40,0
1990,56,2,0,3,3,1,796,1,40,0
1990,18,1,1,3,3,1,266,3,40,0
1990,23,2,1,3,3,1,435,3,15,0
1990,25,1,1,3,3,1,356,4,40,0
1990,56,1,0,0,0,0,22,1,69,0
1990,52,2,0,0,0,0,276,3,35,0
1990,30,1,1,0,0,1,364,2,40,0
1990,22,1,1,0,0,0,453,5,40,0
1990,29,2,1,0,0,1,174,5,50,0
1990,28,1,0,0,0,1,86,0,40,0
1990,25,2,0,0,0,0,337,5,30,0
1990,26,2,1,1,1,1,888,3,25,0
1990,27,1,1,1,0,1,234,6,55,0
1990,68,2,3,0,0,1,0,0,0,0
1990,43,1,3,0,0,0,507,2,40,0
1990,38,2,2,0,0,0,257,2,40,0
1990,29,1,0,0,0,0,585,0,40,0
1990,29,2,0,0,0,0,17,4,50,0
1990,79,2,3,0,0,0,0,0,0,0
1990,57,1,0,0,0,0,653,1,40,0
1990,73,2,0,0,0,0,0,0,0,0
1990,56,1,0,2,1,0,453,4,40,0
1990,50,2,0,2,1,0,0,0,0,0
1990,26,1,1,2,0,0,883,2,40,0
1990,23,1,1,2,0,0,804,1,40,0
1990,22,1,1,2,0,0,276,3,40,0
1990,21,1,1,2,0,0,276,3,40,0
1990,19,2,1,2,0,1,385,2,0,0
1990,19,1,1,2,0,0,276,3,20,0
1990,19,2,1,2,0,0,276,3,20,0
1990,40,1,0,3,3,1,65,1,40,0
1990,40,2,0,0,0,0,386,3,40,0
1990,43,2,1,0,3,0,0,0,0,0
1990,18,1,1,0,0,0,159,5,40,0
1990,26,1,0,2,1,1,276,3,40,0
1990,23,2,0,2,1,0,383,4,40,0
1990,29,1,2,0,0,1,305,5,40,0
1990,30,2,2,2,1,0,0,0,0,0
1990,52,1,0,0,0,0,359,2,60,0
1990,48,2,0,0,2,0,447,5,40,0
1990,20,1,1,0,0,0,567,0,40,0
1990,41,2,2,0,0,0,453,1,40,0
1990,26,1,0,0,0,1,255,4,50,0
1990,25,2,0,0,0,1,337,1,40,0
1990,39,1,0,0,0,1,389,1,40,0
